,Review,Ratings,class
10,"had,problem,vehicl,stuck,side,blue,diamond,900,pm,within,90,minut,I,truck,hook,way,home,juan,courteou,first,thing,offer,bottl,cold,water,he,keeper,aaa",Positive,0
11,"john,kolia,IS,A,scam,artist,He,sign,insur,promis,rewrit,polici,ticket,fell,when,In,fact,straight,lie,never,rewrit,polici,end,one,year,mark,He,told,polici,paid,full,juli,witch,also,lie,and,I,cancel,notic,bill,due,1181,day,pay,He,also,told,disregard,cancel,notic,took,care,had,I,taken,hand,I,wouldnt,cover,even,known,BE,awar,Do,go,thru,offic",Negative,1
12,"thi,review,aaa,gener,specif,agent,our,car,hit,local,park,lot,driver,insur,aaa,He,back,park,space,side,car,the,guy,wont,call,aaa,back,aaa,process,claim,thi,guy,aaa,drag,feet,30,day,aaa,deni,claim,forc,us,use,insur,pay,400,deduct,aaa,disreput,outfit,charg,high,rate,give,poor,servic,claim,We,late,sixti,live,social,secur,taken,advantag,rich,insur,compani,they,dont,care,old,peopl,young,one,matter,I,insur,year,I,move,nevada,want,tripl,npremium,nice,So,think,get,aaa,insur,think,twice,get,bid,the,claim,settl,5,week,give,proof,driver,fault,turn,aaa,state,I,feel,would,accept,liabil,state,inquir,claim,thi,could,real,racket,wait,deadlin,hope,peopl,give",Negative,1
13,"I,call,last,night,first,troubl,get,someon,pin,point,locat,sinc,tire,blew,way,la,vega,idea,exit,pass,then,connect,someon,abl,help,owe,huge,thank,amaz,great,custom,servic,skill,she,save,trip,sinc,decid,come,friend,graduat,save,night,I,glad,aaa,member,I,dont,know,right,aaa,work,name,nicol,mani,thank,nicol,you,save,trip",Positive,0
14,"thi,review,road,side,assist,I,call,spoke,respect,woman,alway,aaa,roadsid,alway,assist,I,lock,key,car,need,jump,simpli,need,assist,side,road,No,matter,citi,Im,california,nevada,I,live,aaa,alway,sent,wonder,driver,assist,I,never,problem,servic,send,along,time,take,arriv,even,Im,friend,car,run,ga,I,know,I,reli,aaa,it,wonder,servic,I,appreci,everyth,thank",Positive,0
15,"thi,second,time,I,bad,servic,second,time,leav,bad,review,I,call,offic,inquir,travel,servic,I,got,voicemail,cours,I,contact,later,even,told,I,purchas,airlin,ticket,40,charg,I,said,well,anoth,reason,dissatisfi,servic,she,repli,us,airlin,then,hung,No,goodby,anyth,wow,great,custom,servic,I,think,time,refund,I,rip,membership,absolut,NO,star",Negative,1
16,"been,aaa,almost,two,decad,Im,satisfi,jennif,agent,awesom,she,make,sure,taken,care,thank",Positive,0
17,"My,wife,I,want,show,grandkid,someth,never,seen,done,We,went,local,aaa,offic,greet,friendli,courteou,profession,listen,want,she,arrang,lodg,tour,grand,canyon,train,canyon,everyth,went,without,flaw,the,accommod,great,tour,describ,she,true,profession,age,get,thank,aaa,take,step,rest,hire,best,peopl",Positive,0
18,"when,move,mainland,11,year,ago,first,thing,get,membership,boy,good,deal,over,year,use,servic,one,occas,they,rescu,time,especi,100,degre,temp,vega,We,also,take,advantag,free,travel,inform,like,map,tour,book,We,go,lot,love,investig,place,go,get,these,map,book,help,us,thi,must,servic,anyon,travel,first,time,need,tire,chang,tow,theyll,come,rescu,youll,understand,worth",Positive,0
19,"I,would,give,aaa,la,vega,claim,offic,neg,star,I,could,howev,consid,lucki,one,star,three,week,ago,2007,toyota,priu,broken,daughter,disney,sleep,beauti,backpack,stolen,damag,car,broken,window,window,mold,paint,door,etc,hour,crime,I,call,aaa,updat,polici,renew,polici,declar,incorrect,the,determin,deduct,question,loss,occur,date,updat,polici,To,make,long,stori,short,I,hand,ten,aaa,repres,two,pain,week,car,final,approv,repair,next,time,ill,post,sign,car,pleas,dont,break,vehicl,2448hr,today,I,renew,auto,polici,My,auto,premium,would,better,invest,train,aaa,custom,servic,repres,field,apprais,I,feel,I,valu,aaa,member,sinc,1986,1st,vandal,claim,sinc,aaa,member,Is,aaa,turn,ir,lame",Negative,1
20,"I,difficulti,get,membership,card,login,aaa,websit,transfer,membership,PA,AZ,after,post,bad,review,yelp,I,contact,custom,relat,person,took,good,care,My,real,problem,login,ME,I,abl,print,membership,card,websit,proper,expir,date",Positive,0
21,"I,pay,premier,servic,aaa,last,night,vehicl,need,tow,home,I,call,1017pm,I,given,time,hour,wait,time,An,hour,pass,still,updat,As,I,call,I,receiv,phone,call,state,driver,drop,individu,phoenix,I,next,call,I,given,time,frame,40minut,the,time,pass,hour,still,updat,I,call,back,I,told,I,given,incorrect,inform,anoth,hour,Of,cours,hour,pass,still,noth,I,call,get,employe,phone,she,state,I,cant,believ,still,wait,let,contact,dispatch,she,put,hold,20,minut,hang,It,130am,I,get,ride,home,leav,vehicl,when,I,call,speak,supervisor,refus,come,phone,now,later,morn,call,I,given,excus,call,kept,get,skip,reason,No,apolog,noth,they,act,like,big,deal,unaccept,especi,I,pay,extra,money,premier,packag,I,treat,updat,A,manag,contact,apolog,discount,upcom,renew,I,hope,futur,doesnt,happen",Negative,1
22,"you,must,rate,star,order,post,one,star,exist,answer,phone,My,daughter,strand,10,freeway,50,mile,buckey,1st,call,help,second,call,help,call,6,PM,2,AM,sever,time,said,way,I,even,call,membership,get,second,dispatch,servic,the,first,call,said,tow,truck,driver,eaten,day,go,home,dinner,never,ever,show,My,premierrv,call,200,mile,call,never,show,dispatch,sent,chp,check,still,tow,truck,chp,took,nearest,station,10,mile,chp,confirm,aaa,drop,station,car,still,side,road,aaa,told,would,come,get,station,1,12,hour,still,show,My,roommat,head,california,get,meantim,friend,came,use,progress,insur,tow,show,within,hour,tow,vehicl,station,took,brand,new,tire,purchas,fireston,one,hour,trip,car,take,back,stay,phoenix,morn,car,still,strand,three,tire,station,50,mile,phoenix,I,phone,8,PM,til,145,AM,three,way,call,hang,up,lost,connect,etc,still,NO,tow,truck,the,dispatch,said,call,station,person,answer,said,nobodi,chp,confirm,drop,serious,think,young,woman,book,hike,50,mile,11,PM,back,phoenix,My,daughter,spent,two,hour,speak,24,hour,tire,guy,shop,restaur,owner,therethey,never,tri,call,daughter,cell,mine,call,noth,noth,insan,I,tell,frustrat,complet,stress,anoth,time,I,boat,nobodi,could,help,us,either,horrif,well,bottom,line,town,normal,tire,servic,long,distanc,tow,tow,truck,happi,show,make,money,long,distanc,quick,tire,chang,short,tow,but,strand,middl,nowher,classic,tow,tow,truck,compani,want,get,tire,dont,make,money,aaa,dispatch,one,point,told,call,8,compani,problem,I,aaa,servic,laison,say,would,matter,cost,cost,us,400500,dollar,4,peopl,take,care,due,aaa,tell,us,differ,stori,NO,truck,ever,came,mani,mani,call,two,differ,membership,call,tri,get,someon,I,employe,aaa,8,SO,cal,alway,receiv,great,servic,aaa,arizona,aaa,anoth,stori,help,I,definit,carri,secondari,road,side,servic,travel,arizona,ramp,rave,short,version,trust,info,expect,possibl,buckey,cali,10,freeway,bewar,the,car,still,sit,50,mile,phoenix,daughter,friend,drive,tire,fireston,back,car,middl,nowher,mention,friend,take,work,profession,minimum,wage,worker,thing,expect,good,widget,guy,good,friend,I,thank,I,rate,give,one,star,exist,someon,say,I,sorri,hundr,time",Negative,1
23,"I,aaa,year,ago,wisconsin,servic,good,now,arizona,I,bought,membership,son,famili,brother,last,two,year,all,us,bad,experi,I,call,aaa,flat,tire,I,wait,2,12,hour,call,they,never,show,3,12,hour,same,thing,happen,son,one,year,old,car,I,call,custom,servic,next,day,complain,attitud,bad,attitud,take,long,time,usual,hour,never,show,3,call,aaa,terribl,wast,money,dont,fool,custom,servic,repli,noth,they,could,offer,remiburs,privat,tow,fee,pay,the,problem,phoenix,arizona,manag,area,aaa,usual,quit,good,If,get,coverag,via,auto,insur,bad,enough,get,poor,road,servic,get,poor,custom,servic,also,phone,shame,the,ceo,busi,manag,phoenix,area,serious,lack,concern,oversight,aaa,use,pride,name,phoenix,chang,mind",Negative,1
24,"been,sit,phoenix,two,hour,wait,truck,chang,flat,tire,I,call,aaa,back,statu,updat,claim,dont,know,happen,truck,theyll,dispatch,anoth,one,thatll,90,minut,So,I,suppos,sit,wait,3,hour,simpl,dispatch,within,citi,limit,that,crazi,final,gave,call,honda,within,20,minut,servic,tech,It,seem,like,last,three,time,call,wait,hour,Im,drop,aaa,effect,immedi,it,complet,wast,money",Negative,1
25,"terribl,servic,doesnt,take,respons,technician,claim,batter,dead,did,not,replac,told,go,dealership,So,I,the,dealership,said,wa,batteri,aaa,refus,reimburs",Negative,1
26,"yesterday,I,stop,offic,glendal,ave,renew,membership,now,I,could,done,line,save,lot,time,associ,name,teresa,rock,she,friendli,outgo,person,I,actual,enjoy,annual,offic,visit,Im,philli,although,she,she,got,south,philli,that,good,thing,that,said,realli,need,give,rais,dont,make,say,rememb,Im,philli,know,Mr,aaa,bossman,doesnt,want,wake,hors,head,bed,doe,HE,Im,kid,hors,head,40,year,agokeep,good,work,miss,T,xoxoxo",Positive,0
27,"tonight,heart,wrench,news,juli,182017,9,famili,member,hector,garnica,famili,horrif,perish,swept,away,flash,flood,jolt,exactli,year,ago,same,fate,for,eldest,daughter,thwart,thank,outstand,advis,guidanc,emerg,assist,staff,AT,thi,offic,thank,god,aaa,the,mani,mani,year,old,fashion,advic,97yearold,former,biochemist,mountain,climber,father,rang,ear,daughter,girl,friend,drove,away,san,diego,dad,old,honda,gift,they,never,west,born,connecticut,rais,virginia,minneapoli,and,boil,hot,also,last,juli,2016,drive,nevada,arizona,monument,valley,4,corner,denver,minneapoli,I,driven,cross,countri,famili,1962,state,My,father,word,year,us,live,salt,lake,citi,alway,keep,car,tune,take,littl,rain,drive,road,dip,gulli,look,huge,wall,water,come,crash,toward,hit,ga,get,out,gulli,asap,So,I,took,crazi,wild,chanc,call,aaa,roadsid,assist,call,aaa,roadsid,assist,phoenix,A,warm,gentleman,answer,I,told,scare,worri,I,green,inexperienc,daughter,I,told,drive,way,monument,valley,could,pleas,tell,exactli,ga,station,safeti,advic,2,young,women,He,gave,locat,distanc,most,import,said,tell,start,rain,must,immedi,stop,monument,valley,terribl,flash,flood,get,caught,abl,come,save,danger,I,found,later,long,drove,home,trip,huge,black,storm,cloud,behind,drove,last,juli,they,listen,advic,aaa,gave,US,drove,90,mph,stop,essenti,ga,NO,sightse,safe,high,ground,utah,across,border,and,thank,god,I,call,denver,aaa,offic,well,girl,plan,drive,fast,diagon,denver,middl,state,colorado,aaa,denver,said,NO,NO,NO,road,area,may,turn,dirt,road,flash,flood,time,complet,wash,out,these,road,need,drive,straight,north,far,western,area,state,way,crowd,construct,slower,interst,denver,IT,IS,safer,I,know,tonight,watch,news,hector,garnica,famili,massiv,tragedi,daughter,quietli,shake,say,thank,god,mom,call,aaa,I,wish,I,written,yelp,earlier",Positive,0
28,"7,hour,later,claim,cant,replac,warrant,batteryjust,go,buy,one,cant,even,get,jump,tomorrow",Negative,1
29,"dear,aaa,everi,year,sinc,I,16,year,old,almost,45,year,ago,I,aaa,premium,card,famili,busi,locat,tucson,arizona,A,decad,ago,I,move,abroad,career,princip,intern,school,worldwid,father,I,along,aaa,agre,longer,necessari,provid,actual,aaa,card,I,livedwork,abroad,still,I,privileg,visit,aaa,retain,benefit,I,alway,enjoy,fair,enough,My,father,spend,great,deal,money,everi,year,busi,aaa,yesterday,june,8,2017,I,visit,aaa,742,E,glendal,ave,phoenix,arizona,85020,I,purchas,intern,driver,licens,I,done,20,year,mother,live,phoenix,I,stay,visit,yesterday,first,time,I,charg,nonaaa,member,price,although,I,appreci,averag,person,shouldnt,permit,walk,aaa,expect,benefit,without,membership,I,feel,case,support,aaa,45,year,food,thought,the,custom,care,aaa,742,E,glendal,ave,outstand,but,futur,I,shall,visit,aaa,east,tucson,I,still,valu,aaa,member,without,aaa,card,thank,aaa,I,appreci,valu,servic,sincer,nadin,C,cooper,intern,educ",Negative,1
30,"super,impress,servic,I,receiv,today,My,teen,bought,car,even,though,Im,member,decid,skip,dmv,use,aaa,servic,titl,registr,servic,We,promptli,greet,littl,wait,call,back,patricia,offic,she,friendli,help,guid,us,whole,process,I,complet,shock,see,pull,real,licens,plate,desk,tag,and,screwdriv,the,whole,process,took,probabl,less,20,min,well,worth,bit,extra,cost,use,servic,Im,consid,get,membership,great,servic,I,receiv,thank",Positive,0
31,"I,disappoint,aaa,I,member,17,year,end,today,I,believ,auto,renew,servic,without,permiss,least,decept,like,fraudul",Negative,1
32,"amaz,servic,gate,rose,bergeron,she,quick,understand,I,abl,quickli,find,solut,problem,got,within,minut,veri,impress,willing,make,sure,I,pleas,custom,thank,rose,thank,aaa,arizona",Positive,0
33,"I,satisfi,servic,I,got,aaa,I,thought,I,lock,key,car,call,right,away,they,fast,get,back,send,someon,help,I,eventu,find,I,key,whole,time,I,call,back,upset,happi,I,abl,get,car,safe",Positive,0
34,"I,love,love,love,aaa,alway,good,case,need,tow,went,day,regist,mine,husband,car,sinc,still,CA,plate,Oh,gosh,I,could,get,fast,easi,conveni,walk,around,4,wait,less,5,minut,seat,I,wish,I,could,rememb,name,woman,help,us,quick,super,kind,In,less,30,minut,walk,new,plate,registr,readi,go,So,glad,aaa,decid,let,handl,one,us,just,easi,thank,aaa",Positive,0
35,"I,termin,relationship,yet,aaa,like,psychot,ex,stalk,harass,Is,hard,honor,request,stop,contact,two,year,ago",Negative,1
36,"aaa,left,strand,time,car,im,even,sure,im,pay,call,tow,4,la,vega,hous,90,mile,away,sit,swelter,heat,4pm,almost,9,pm,inform,could,find,tow,truck,driver,la,vega,hundr,end,pay,top,dollar,caus,late,and,TO,top,IT,off,I,wa,actual,broke,down,IN,the,same,park,lot,AS,A,aaa,offic,aaa,isnt,what,IT,use,TO,BE,sad,but,true,corpor,america",Negative,1
37,"aaa,inabl,chang,tire,compound,level,frustrat,I,inabl,slice,tire,open,curb,not,I,avoid,curb,I,also,left,jack,kit,travel,trailer,So,I,pass,essenti,inform,custom,servic,personnel,phone,So,30,minut,later,upon,arriv,aaa,technician,soon,discov,also,dont,carri,jack,kit,tire,servic,vehicl,I,call,back,tech,wrote,custom,chang,tire,I,request,tow,truck,aaa,offer,tow,f150,discount,tire,recommend,aaa,An,hour,later,I,discount,tire,discount,tire,tell,least,2,hour,So,I,idiot,keep,jack,kit,truck,I,idiot,hit,curb,I,fool,trust,aaa,could,chang,freak,tire,I,learn,lesson",Negative,1
38,"been,loyal,custom,decad,never,let,us,I,mean,ye,sometim,wait,hour,often,closer,30,minut,12,year,old,vehicl,nice,peac,mind,guy,come,alway,nice,pleasant,thank",Positive,0
39,"thi,locat,show,adot,locat,deal,vehicl,licens,registr,I,pleasantli,surpris,provid,servic,short,distanc,hous,they,transfer,document,new,locat,eas,I,hate,go,normal,adot,offic,take,forev,anyth,I,15,minut,three,vehicl,way,go",Positive,0
40,"veri,polit,welcom,phone,I,inquir,notari,could,passport,pictur,receptionist,help,friendli,notari,servic,photo,done,quickli,effici,anoth,excel,employe,An,A,experi,term,courtesi,help",Positive,0
41,"I,eventu,got,help,look,advoc,pretti,determinedli,front,desk,woman,gave,limit,amount,literatur,sold,50,book,tri,shoo,door,I,explain,call,ahead,expect,abl,discuss,trip,planner,they,act,like,complic,request,told,dont,take,appoint,know,untru,I,wait,planner,tri,talk,the,trip,planner,told,need,tell,step,step,point,interest,want,see,trip,discuss,rout,take,rout,offer,It,incred,exhaust,tri,navig,continu,road,block,servic,repeatedli,express,need,I,ultim,got,servic,request,despit,woman,tell,doesnt,deal,campground,frustrat,shouldnt,convinc,servic,peopl,provid,servic,tell,can,help,cant",Negative,1
42,"plan,cruis,hawaiian,island,I,overwhelm,mani,decis,make,A,friend,ask,member,aaa,ye,said,call,I,glad,I,gene,inform,need,provid,depth,refer,inform,regard,cruis,ship,hotel,air,tour,simplifi,entir,plan,process,plu,offic,full,extra,map,guid,book,travel,accessori,everyon,extrem,help,It,great,experi",Positive,0
43,"patricia,help,phone,car,tow,I,get,tow,yard,I,could,locat,vehicl,registr,aaa,card,email,copi,card,good,listen,help,stress,day,thank,aaa,wonder,employe",Positive,0
44,"If,your,plan,trip,anywher,usa,europ,asia,make,aaa,offic,first,stop,make,appt,w,gene,help,guid,detail,offer,great,advis,knowledg,flight,hotel,train,there,mani,wonder,travel,relat,item,sale,wallet,sock,wine,bag,purs,name,theresa,front,desk,help,suggest,necessari,travel,item,you,help,friendli,advis,travel,knowledg,So,thank,aaa,membership",Positive,0
45,"car,rental,rip,addit,20000,aaa,wouldnt,help,car,rent,site,adio,aaa,lost,renew",Negative,1
46,"I,happi,mobil,batteri,servic,after,get,car,start,jumpstart,need,run,diagnost,test,determin,qualiti,batteri,the,batteri,test,came,need,replac,I,told,servic,person,car,would,start,next,day,unless,I,got,new,batteri,He,happen,brand,new,batteri,avail,purchas,right,servic,truck,At,time,appear,servic,person,favor,get,new,batteri,ensur,car,would,start,It,seem,servic,truck,come,intent,sell,new,aaa,batteri,I,disappoint,aaa,servic,thi,I,expect,I,buy,yearli,membership,It,state,websit,aaa,roadsid,assist,you,can,trust,thi,mobil,batteri,truck,servic,I,trust,I,heard,peopl,told,batteri,would,hold,charg,must,replac,find,car,start,without,problem,recharg,batteri,for,instanc,one,person,I,know,need,jumpstart,aaa,interior,light,left,overnight,the,servic,person,indic,batteri,need,replac,offer,get,brand,new,aaa,batteri,they,declin,told,realli,batteri,replac,they,took,car,local,shop,full,recharg,batteri,took,1,hour,that,sever,week,ago,problem,batteri,start,car,sinc,their,batteri,brand,new,still,work,well,enough,start,car,Be,awar,servic,person,may,tri,sell,batteri,I,would,advis,take,car,regular,mechan,shop,evalu,It,may,need,new,batteri",Negative,1
47,"I,love,tripl,aaa,discount,payless,along,free,passport,photo,yearli,free,travel,guid,map,ahhh,worth,membership,best,road,side,assist,lot,park,locat,A,travel,best,friend",Positive,0
48,"I,happi,aaa,they,total,life,saver,one,occas,they,tow,car,bring,ga,chang,flat,tire,jump,start,car,onc,even,purchas,batteri,mobil,van,servic,you,also,get,trip,tik,discount,travel,mani,item,certain,restaur,give,discount,tripl,A,card,hard,rock,anywher,countri,one,thi,someth,think,everyon,It,life,saver",Positive,0
49,"I,flew,washington,went,hous,head,golf,cours,unfortun,van,wouldnt,start,how,could,My,son,purchas,batteri,van,aaa,sever,week,I,call,aaa,someon,10,minut,He,check,batteri,charg,system,everyth,seem,right,He,check,batteri,found,dead,cell,He,replac,batteri,question,ask,apolog,dead,batteri,He,profession,throughout,definit,knew,and,I,get,golf,cours,time,what,could,ask,five,star,definit",Positive,0
50,"use,wed,day,go,hotel,ceremoni,ceremoni,venu,veri,reason,price,arriv,earli,clean,car,excel,custom,servic,beforeaft,friendli,driver,everyth,could,ask,limo,servic",Positive,0
51,"worst,experi,ever,initi,I,thought,I,get,great,deal,aaron,I,agre,3,hour,95,per,hour,son,graduat,I,advis,I,would,pay,cash,okay,He,said,sure,custom,time,simpli,pay,driver,We,wont,charg,card,We,need,confirm,reserv,So,settledi,thought,the,driver,steven,seem,pleasant,gentleman,He,arriv,earlier,expect,greet,son,nice,they,went,dinner,downhil,the,driver,stuck,wrong,street,boy,help,turn,around,they,almost,need,call,tow,truckluckili,got,made,home,safe,I,paid,driver,cash,advis,hed,leav,fund,invoic,account,desk,I,would,doublebil,card,I,said,great,the,event,fridaybi,monday,afternoon,I,charg,380,bank,account,I,wa,livid,If,go,someth,wed,agre,upon,I,couldv,simpli,left,fund,account,secondli,fee,complet,Id,agre,I,agre,3,hour,charg,4,hour,So,I,paid,340,stole,380,bank,account,I,thought,well,probabl,honest,mistak,let,call,get,figur,I,got,run,around,2,day,miriam,refus,give,manag,name,aaron,final,state,I,right,charg,would,revers,they,revers,292,still,left,remain,88,shouldv,revers,well,I,call,third,day,guess,He,answer,line,heard,voic,hung,face,I,call,anoth,person,saysum,he,next,3045,minut,soin,essenc,I,call,11,time,cours,3,day,attempt,resolv,account,get,overdraft,fee,etc,still,NO,resolv,day,We,current,disput,unfortun,I,never,deal,socal,busi,veri,unprofession,the,next,transport,compani,I,deal,need,creat,written,contract,peopl,arent,trustworthysmh",Negative,1
52,"what,wonder,team,work,accentjet,limo,took,good,care,vip,guest,We,request,merced,sedan,blown,away,We,use,dont,recommend,anyon,els,thank,billi",Positive,0
53,"I,realli,realli,want,like,compani,after,numer,problem,normal,provid,I,readi,posit,chang,here,experi,one,trip,accent,when,make,onlin,reserv,get,bounceback,say,confirm,agent,review,send,anoth,email,seem,senseless,regardless,day,later,I,got,confirm,wrong,outbound,pickup,date,you,write,mistak,wait,anoth,day,someon,respond,correct,On,day,pickup,driver,time,car,super,clean,plu,incred,profession,person,I,ask,charg,differ,outbound,return,confirm,show,two,differ,fare,said,way,offic,would,investig,sure,enough,hour,later,text,offic,made,mistak,favor,mind,would,send,revis,invoic,she,fantast,followup,big,kudo,but,I,hadnt,pursu,would,someth,I,sent,expens,report,got,bill,My,return,tripi,book,sedan,reason,the,driver,show,lincoln,navig,someon,back,injuri,horrend,ride,she,said,upgrad,I,see,I,book,paid,My,back,flame,entir,ride,home,not,good,good,she,offer,take,offic,get,new,car,nice,realli,wish,I,extra,30,minut,cart,around,provid,I,order,the,final,straw,today,I,get,phone,call,third,parti,say,hire,accent,evalu,custom,experi,serious,So,appar,accent,give,person,inform,third,parti,awesom,anyway,driver,great,everyth,els,kinda,suck,wrong,itinerari,wrong,receipt,wrong,vehicl,big,give,person,info,third,parti,too,much,wrong,first,trip,Im,afraid",Negative,1
54,"accent,transport,provid,topnotch,servic,wed,day,the,price,reason,commun,straightforward,respons,We,receiv,email,day,wed,driver,name,contact,inform,found,extrem,help,coordin,lastminut,logist,the,driver,profession,kind,We,definit,use,futur",Positive,0
55,"excel,custom,servic,access,staff,awesom,driver,We,rent,two,buse,non,profit,organ,event,pick,famili,differ,locat,commun,dinner,get,back,home,mari,ann,accent,transport,jet,limo,awesom,commun,she,pick,phone,everi,time,I,made,call,assist,satisfact,the,two,driver,rhonda,anoth,ladi,I,cant,rememb,name,excel,troubl,follow,direct,In,addit,I,constantli,got,statu,updat,via,email,over,I,great,experi,compani,will,definit,use",Positive,0
56,"accent,limo,provid,profession,servic,everyth,perfect,wed,day,the,specif,limo,I,reserv,exactli,show,door,time,readi,go,they,profession,great,commun,via,phone,email",Positive,0
57,"I,search,yelp,thought,would,best,I,book,saturday,tuesday,pick,come,monday,I,still,havent,got,confirm,sort,charg,CC,I,phone,around,4pm,confirm,reserv,although,ladi,rememb,call,couldnt,find,anyth,system,hugh,disappoint,sinc,I,gave,CC,info,person,detail,saturday,So,began,ask,info,I,stop,ask,would,happen,pick,VP,I,hadnt,call,confirm,she,said,Oh,Im,sure,still,would,pick,what,how,that,seem,crazi,when,I,told,Id,prefer,go,someon,els,she,hung,not,profession,rude,she,could,apolog,offer,discount,next,time,time,someth",Negative,1
58,"overal,great,experi,misgana,work,stay,within,budget,definetli,one,afford,servic,phoenix,area,I,call,scott,driver,great,also,they,help,make,wife,40th,bday,day,never,forget",Positive,0
59,"effic,afford,excel,servic,beauti,car,that,sum,accent,transport,servic,for,recent,wed,need,sever,limo,take,us,venu,church,back,We,extens,research,yelp,reli,good,rate,accent,list,after,take,look,vehicl,speak,rep,decid,transport,servic,go,accent,arriv,pickup,locat,ontim,nice,wait,church,ceremoni,the,car,nice,clean,water,insid,We,order,two,stretch,limo,one,white,one,black,one,escal,stretch,limo,each,limo,perfect,condit,fit,wed,celebr,there,isnt,much,I,say,accent,great,choic,transport,need",Positive,0
