,Review,Ratings,class
10,"great,food,great,servic,our,server,ami,wonder,manag,pete,quit,charact,realli,made,sure,everyon,felt,home,1010,would,recommend",Positive,1
11,"such,cute,place,small,insid,flatbread,pizza,wine,select,realli,good,staff,friendli,treat,everybodi,well,enjoy,go",Positive,1
12,"staff,pleasant,wine,great,they,also,good,happi,hour,deal,ive,eaten,never,disappoint,one,time,friend,I,look,purchas,wine,person,help,us,extrem,knowledg,love,place,would,definit,recommend",Positive,1
13,"I,love,atmospher,It,felt,nice,cozi,I,love,local,wine,bar,brecksvil,the,bar,loud,even,saturday,night,We,delici,flat,bread,ingredi,tast,fresh,the,servic,opinion,good,gave,space,still,come,refil,beverag,I,definit,back",Positive,1
14,"I,tool,around,brecksvil,area,recent,afternoon,spot,750,ml,corner,I,wander,perus,wineb,select,I,end,tast,red,wine,flight,what,great,place,tri,ecclect,wine,arent,offer,place,I,warmli,greet,frank,sat,one,six,tabl,align,stainless,steel,bar,behind,wall,wine,I,abl,wander,tast,I,order,red,wine,flight,spanish,tempranillo,french,bordeaux,california,red,blend,sweet,australian,shiraz,frank,place,gorgeou,wooden,pine,server,handwritten,descript,I,knew,I,tast,He,present,order,dri,sweet,wine,would,palat,I,mention,fact,dont,serv,food,400,pm,I,happi,fact,I,walk,front,door,wasnt,overwhelm,fragranc,food,thi,perfect,atmospher,tast,wine,our,next,stop,750ml,fairlawn",Positive,1
15,"what,wonder,wine,bar,I,one,wine,flight,got,sampl,differ,wine,I,even,discov,red,I,final,enjoy,I,the,server,knowledg,help,guid,new,fun,wine,tast,experi,I,cant,wait,go,back",Positive,1
16,"I,realli,like,atmospher,place,I,definit,enjoy,wine,flight,bento,box,snack,I,disappoint,servic,howev,the,servic,fine,seat,tabl,order,menu,perus,wine,select,look,gift,bottl,take,home,one,offer,help,us,We,eventu,gave,went,heinen",Negative,0
17,"wa,sever,time,peopl,rude,the,food,margin,best,when,food,came,cook,thoroughli,I,ask,manger,frank,came,rude,said,food,usual,good,I,must,picki,the,owner,happen,nice,well,I,feel,money,spend,anywher,wont,spent,750ml",Negative,0
18,"I,highli,enjoy,wine,flight,I,order,they,larg,select,wine,good,price,My,friend,I,order,sriracha,hummu,start,okay,It,pretti,much,typic,plain,hummu,sriracha,squirt,top,but,I,huge,oliv,fan,oliv,came,hummu,die,We,also,share,white,hot,flatbread,similar,hummu,noth,special,asiago,spread,sauc,grill,chicken,chees,red,pepper,flake,My,takeaway,Go,drinkeat,elsewher",Negative,0
19,"thi,review,mostli,wine,club,offer,I,dont,think,wine,pick,except,good,price,per,bottl,didnt,seem,discount,If,Im,commit,buy,wine,everi,month,I,would,expect,get,better,deal,We,use,live,wine,countri,oregon,wine,club,discount,bottl,includ,shipment,also,could,offer,membership,quarterli,get,nicer,bottl,instead,buy,cheaper,bottl,monthli,We,also,drink,time,I,like,local,good,select,wine,there,cork,fee,dont,choos,menu,sad,huge,awesom,select,menu,seem,littl,high,the,servic,seem,hit,miss,would,like,tri,food,havent,yet",Negative,0
20,"Im,sure,wine,bar,rate,poorli,the,servic,alway,great,there,good,food,reason,price,vari,special,flight,pint,obvious,great,select,wine,As,decor,resembl,exact,feel,california,small,tast,room,what,treat,neo",Positive,1
21,"wife,I,went,750ml,first,time,friday,We,larg,group,8,here,thought,downstair,tight,yelper,mention,To,big,deal,space,wine,select,actual,pretti,good,price,seem,line,We,went,upstair,nice,they,realli,need,chair,opposit,bench,seat,though,the,decor,gener,nice,the,wait,staff,nice,job,us,they,ran,wine,glass,took,bit,time,get,drink,got,go,attent,one,nit,pic,issu,I,feel,red,serv,way,warm,Im,also,think,happen,glass,wash,dri,hot,pour,almost,forgot,food,good,especi,mushroom,flatbread,bruschetta,We,return,sure",Positive,1
22,"wife,I,driven,past,multipl,time,decid,give,750ml,tri,bad,decisioninterior,okay,kind,blahhhh,We,walk,look,around,one,acknowledg,us,sat,tabl,A,server,came,ask,want,drinki,ask,see,wine,list,firstreal,I,ask,wife,after,awkward,5,minut,order,We,decid,share,flatbread,raw,chicken,We,told,waitress,brought,back,kitchen,We,told,didnt,want,back,still,bill,us,To,sum,experi,felt,forgotten,time,walk,nonexist,thank,left,staff,huddl,corner,chit,chat,custom,wait,long,time,better,option,area",Negative,0
23,"We,tuscan,flatbread,good,could,bit,hotter,semiwarm,the,staff,need,custom,servic,train,they,still,sure,the,bartend,gave,us,menu,figur,want,said,Oh,cant,order,wrong,menu,the,atmospher,could,warmer,It,modern,stiff,steril,the,metal,chair,comfort,look,like,prison,seat",Negative,0
24,"atmospher,nice,limit,seat,howev,complet,unprepar,open,sever,time,server,pass,us,We,sat,15,minut,never,acknowledg",Negative,0
25,"Im,dont,eat,chain,much,ill,stop,neighborhood,applebe,Im,feel,thi,locat,particular,great,the,staff,attent,care,experi,that,kind,servic,honestli,make,meal,littl,bit,better,I,usual,get,2,25,buddi,honestli,amaz,deal",Positive,1
26,"great,place,I,enjoy,servic,server,amaz,definit,recommend,locat,great,meal,even,better,servic,thank,libbi",Positive,1
27,"dollar,margarita,got,group,great,servic,plu,mediocr,satisfactori,food,aok,book,mike,work,bar,super,respons,effici,20,us,pedal,restaur,late,even,bicycl,ride,He,dole,drink,entir,parti,took,order,split,check,didnt,disappoint,part,servic,As,late,night,happi,hour,food,nacho,bit,soggi,spici,tast,boneless,chicken,wing,expect",Negative,0
28,"I,usual,dont,frequent,applebe,there,good,reason,locat,2,star,We,sent,one,meal,back,came,cold,get,steak,ined,I,wouldnt,feed,enemi,dog,the,save,grace,server,leah,nice,made,right,taken,bill,I,wont,come,back",Negative,0
29,"Hi,I,dont,know,peopl,give,good,review,It,doesnt,make,sens,it,best,staff,ever,I,love,I,wish,natasha,server,she,alway,smile,custom,face,I,like,manger,also,bartend,mike,kyle,take,care,everi,time,go,frank,best,manger,it,realli,great,staff,hire,natasha,server,tabl,want,rakan",Positive,1
30,"walk,1230pm,blown,away,wait,staff,I,meal,300,per,person,didnt,good,servic,waiter,thirti,second,whenev,I,rais,hand,otherwis,didnt,distract,meal,audiobook,food,averag,cook,perfectli,possibl,pasta",Positive,1
31,"the,hostess,awesom,she,held,door,bubbl,person,thi,type,person,want,work,front,I,seat,right,away,I,steak,shrimp,top,It,realli,good,the,thing,I,didnt,like,side,broccoli,came,huge,piec,It,littl,overwhelm,differ,I,like,broccoli,piec,need,smaller,size,littl,tree,My,server,nice,attent,the,restaur,clean,play,spanish,music,whole,time,I,It,littl,odd,sinc,neighborhood,grill,other,guest,restaur,also,make,comment,regard,music,the,manag,duti,seen,normal,make,round,I,feel,import",Positive,1
32,"Im,surpris,peopl,eat,downright,shock,peopl,order,food,go,applebe,gross,I,wait,husband,pick,one,rural,broadway,work,place,one,step,total,dive,the,staff,friendli,good,thing,place",Negative,0
33,"second,time,locat,the,first,time,isnt,wasnt,great,decid,tri,time,even,wors,all,food,cold,My,daughter,salad,hair,will,never,go",Negative,0
34,"veri,unpleas,servic,ridicul,par,hardli,peopl,eat,took,almost,hour,get,food,waitress,mess,order,then,mess,bill,uncount,time,first,undercharg,self,fix,bill,charg,us,then,said,more,TO,pay,one,gunna,pay,extra,7,I,floor,upset,ask,speak,manag,seem,complet,offer,us,5,coupon,next,order,two,entre,purchas,kid,whi,would,give,guy,more,money,smh,I,extrem,displeas,would,recommend,anyon,didnt,even,take,coupon,irrit,dont,GO,there,itll,ruin,A,good,day",Negative,0
35,"poor,servic,the,wait,staff,inconsider,thanksgiv,We,wait,20,minut,told,wait,even,longer,We,left,point",Negative,0
36,"I,came,girlfriend,mine,want,get,drink,work,I,havent,applebe,long,time,I,surpris,tasti,drink,Ok,fine,I,burger,fri,stop,judg,that,pretti,good,for,chain,restaur,I,complaint,the,servic,fast,friendli,made,realli,good,experi",Negative,0
37,"horribl,servic,upon,walk,hosthostess,I,stood,awkwardli,wait,least,minut,two,I,even,acknowledg,after,I,final,seat,I,sat,least,5,minut,waiter,troy,I,believ,said,would,right,I,wait,friend,arriv,still,come,back,even,ask,I,want,drink,I,sat,20,minut,friend,final,arriv,came,see,want,after,starv,eat,much,day,patienc,pretti,thin,after,wait,long,I,want,sincer,apolog,instead,tri,brush,humor,instead,I,never,got,refil,drink,even,the,waiter,also,act,extrem,unprofession,talk,us,like,one,bud,I,ask,someth,menu,good,even,said,I,tri,eat,I,work,I,dont,realli,know,thi,second,time,I,receiv,terribl,servic,locat,I,not,return,the,reason,I,even,came,back,I,gift,card,applebe,closest,locat,Go,somewher,els,dinner",Negative,0
38,"amaz,servic,My,friend,I,sat,booth,right,away,waitress,ashley,second,readi,get,us,drink,she,fun,easi,talk,help,food,select,she,even,understood,weird,dislik,bacon,lol,I,would,definit,go,back",Positive,1
39,"If,havent,miss,We,call,gem,temp,you,find,anoth,place,serv,colder,beer,tap,the,blue,moon,person,favorit,wont,disappoint,their,great,happi,hour,well,content,food,deal,includ,40,cent,wing,make,want,come,back,joey,far,best,bartend,say,hi,ask,strong,island,made,joey",Positive,1
40,"My,boyfriend,I,order,take,locat,absolut,disappoint,first,told,us,order,would,readi,9,pm,didnt,get,food,945,second,order,tripl,hog,dare,you,bad,boyfriend,didnt,eat,We,also,order,chees,fri,look,tast,like,day,old,didnt,even,eat,I,also,order,shrimp,scampi,It,way,much,butter,breadstick,stale,for,whole,meal,paid,45,wait,1,hour,thi,second,chanc,give,applebe,safe,say,I,never,return,the,servic,bad,food,wors",Negative,0
41,"alway,great,time,wa,greet,immedi,enter,restaur,drink,came,fast,It,take,minut,get,refil,but,food,hot,everyth,delici,will,back",Positive,1
42,"As,first,walk,restaur,hostess,sidebar,convers,someon,even,though,see,us,continu,convers,finish,gave,us,giant,fake,smile,felt,like,I,prank,TV,show,when,sat,us,server,came,ask,drink,bare,sat,havent,even,look,menu,yet,order,water,dure,time,mother,I,wait,meal,could,hear,femal,bartend,convers,one,guest,love,parti,doesnt,know,daughter,father,hate,get,low,tip,custom,her,guest,flirti,entir,convers,entir,inappropri,our,meal,final,came,manag,actual,server,the,manag,not,carri,tray,food,hand,plate,As,put,mother,meal,tabl,stuck,thumb,hamburg,set,plate,eeewww,then,sat,plate,meal,look,dri,tast,like,I,ask,manag,lemon,slice,left,I,add,water,end,use,food,instead,A,minut,went,server,came,ask,us,meal,I,said,it,ok,As,He,didnt,ask,ok,walk,away,left,onc,meal,done,gave,us,check,card,sit,taken,took,forev,get,then,mom,ask,hamburg,order,go,get,anytim,soon,forgot,figur,will,never,come,back,would,never,recommend,If,I,want,ihop,servic,I,would,gone,ihop",Negative,0
43,"terribl,servic,jerk,bar,tender,disrespect,hostess,front,custom,We,got,serv,water,25,minut,later,ask,want,eat,Do,go,locat",Negative,0
44,"it,applebe,noth,wow,happi,hour,deal,came,place,one,even,weekday,brother,fianc,drink,there,woman,tabl,next,us,honestli,cut,long,time,ago,sauc,loud,obnoxi,time,spent,ultim,unpleas,much,observ,seem,know,staff,know,work,unprofession,not,return,locat,anytim,soon",Negative,0
45,"the,hostess,ricki,realli,nice,food,suggest,hit,spot,what,like,great,hostess,coo,food,beer,My,son,also,thought,hostess,awesom",Positive,1
46,"I,took,coupl,friend,happi,hour,wait,till,exact,time,get,better,price,ask,manag,could,get,happi,hour,price,firm,final,budg,gave,well,food,I,order,bad,blacken,fish,smell,realli,bad,fresh,I,take,back,got,someth,els,took,get,time,brought,back,friend,alreadi,done,meal,I,took,mine,go,pleas,approach,caution",Negative,0
47,"what,I,say,applebe,it,american,chain,restaur,food,option,standard,fare,their,spinach,artichok,dip,come,back,day,palat,matur,realli,nice,server,tho,the,chocol,chip,cooki,sunda,best,thing,ive,albeit,overpr,comparison,similar,dessert,around,town",Negative,0
48,"tacki,unfriendli,atmospher,everi,server,employe,besid,annoyingli,overfriendli,hostess,seem,cusp,give,suicid,urg,cant,help,think,shenanigan,movi,wait,manageri,staff,attempt,fake,nice,half,ass,transpar,food,highli,mediocr,seem,made,cheap,ingredi,If,plan,eat,chain,like,chili,mill,ave,univers,infinit,better,bet,still,averag,place,better,atmospher,better,servic",Negative,0
49,"ughiv,lose,streak,late,get,lunch,tri,applebe,lunch,tuesday,I,hadnt,one,year,figur,I,ask,servic,pretti,good,henc,two,star,they,14,minut,guarante,place,order,guarante,youll,food,14,minut,free,the,food,within,time,frame,I,assumei,didnt,stopwatch,seem,quick,enough,I,wish,theyd,taken,longer,make,good,I,could,put,crappi,chicken,plate,home,14,minut,I,pay,someon,els,hope,turn,better,It,didnt,It,wors,overcook,boneless,wing,overli,bread,toss,poorli,flavor,saucepretti,much,swing,miss,around,also,overpr,getit,simpli,worth,If,ever,find,neighborhood,see,I,drive,I,need,find,applebe,john,corbett,go,tountil,I,think,ill,pass,second,trip,place",Negative,0
50,"here,happi,hour,hump,day,servic,great,I,dip,chunk,tender,artichok,chip,light,salti,My,BF,like,asian,wing,long,island,tasti,strong",Positive,1
51,"whi,mani,bad,review,ive,item,menu,the,happi,hour,awesom,bad,there,happi,hour,saturday,that,realli,lame,other,servic,alway,great,hostess,waiter,alway,friendli,matter,intox,crowd,the,boneless,wing,tasti,spici,artichok,dip,good,anyth,dont,get,bahama,mama,call,wuss,forev,long,island,ice,tea,ok,price,beer,decent,for,2,1,shot,patronah,great,contrari,popular,belief,patron,mozarella,stick,DO,mix",Positive,1
52,"My,husband,I,dont,eat,chain,restaur,frequentlyw,tri,avoid,possibl,saturday,night,tri,decid,go,dinner,run,food,hous,I,list,place,I,want,tri,howev,husband,didnt,want,spend,30,dinner,clue,idea,window,We,decid,applebe,sinc,I,slight,crave,mucho,mudslid,the,highlight,trip,applebe,mucho,mudslid,yummi,My,fri,chicken,salad,larg,halfsiz,pretti,good,Id,concern,place,could,realli,mess,someth,simpl,My,husband,got,ultim,trio,basic,got,pick,three,appetizersh,order,mozzarella,stick,blahthey,bare,hot,good,use,back,day,slider,everi,place,fanci,fanci,slider,menu,nowaday,chicken,wrap,chri,said,OK,our,servic,wors,food,It,took,10,minut,place,drink,order,drink,appear,tabl,No,clue,took,long,bar,area,wasnt,busi,bartend,didnt,look,back,second,took,food,forev,come,outw,clue,A,mother,daughter,walk,place,dinner,order,I,glanc,wonder,food,I,notic,eat,they,got,food,grrrrrrr,our,bill,came,28,hardli,worth,On,drive,home,said,gone,wendi,dinnerbett,qualiti,food,much,much,cheaper,price",Negative,0
53,"I,spent,14,bare,mediocr,soup,salad,As,food,noth,special,I,lot,time,think,here,I,came,1,If,I,go,asu,would,place,hang,whi,becaus,dont,seem,find,freshmen,it,close,univers,right,campu,what,around,upper,classmen,and,talk,school,In,one,hour,long,lunch,I,know,peopl,grade,teacher,fair,sever,subject,trick,philosophi,paper,Mr,what,name,class,get,particular,program,without,interview,bevi,univers,delight,I,even,heard,someon,get,killer,deal,rental,hous,someon,look,hous,one,stop,shop,2,I,hate,applebe,one,place,I,safe,go,ive,becom,dread,nutritioncalori,counter,their,weight,watcher,menu,let,order,complet,confid,I,actual,option,I,took,friend,essenc,day,applebe,polar,opposit,way,one,favorit,place,go,I,realli,stuck,there,nutrit,inform,they,idea,item,less,calori,No,idea,sodium,content,chicken,salad,I,made,I,think,work,guess,Im,pretti,sure,I,estim,I,attempt,estim,I,love,go,independ,own,place,I,miss,I,realli,realli,but,today,I,way,hungri,frozen,meal,go,solv,applebe,safe,option,area,3,thi,locat,weight,watcher,meal,arent,good,locat,there,shouldnt,differ,chain,boy,oh,boy,4,other,folk,around,happili,devour,food,A,tabl,girl,eat,behind,2nd,help,unlimit,soup,salad,599,I,suppos,rest,fare,fairli,standard,applebe,stuff,5,while,I,dont,want,repeat,time,soon,My,guess,ill,back,least,everi,2,month,I,want,someth,beyond,I,brought,work,just,thought,make,bit,queasi,6,If,Im,will,pay,14,crappi,soup,salad,400,calori,crappi,place,crappi,surround,cant,independ,place,step,offer,healthi,option,proud,proud,enough,post,nutrit,number,menu,heaven,know,Im,one",Negative,0
54,"whole,idea,applebe,realli,bother,chain,restuar,go,countri,seem,weird,seem,much,worth,tri,someth,new,uniqu,risk,great,go,somewher,introduc,obnoxi,song,babi,back,rib,oh,wait,chile,well,feel,way,restaur,time,came,happi,hour,pretti,good,stand,atmospher,HH,hour,pretti,impress,3,7,10,midnight,everi,night,week,gross,gross,gross",Negative,0
55,"the,place,wa,good,the,food,qualiti,quantiti,the,servic,meh,they,day,and,decor,waa,nice,yea,wa,they,close,too,bad",Positive,1
56,"pro,place,clean,staff,well,dress,apron,clean,someth,I,alway,notic,spring,roll,never,disappoint,nice,crispi,hot,delect,dip,sauc,con,they,move,self,serv,style,feb,1,that,nightmar,Im,sure,they,take,order,pick,they,difficulti,find,fulltim,server,servic,slow,not,friendli,pleasant,presenttook,least,20,min,place,order,coffe,place,empti,they,dont,seem,care,never,got,ask,refil,coffe,ask,water,all,look,great,servic,decent,food,youll,okay,come,it,greatest,itll",Negative,0
57,"realli,good,place,I,like,varieti,food,price,dont,go,lunch,reason,qualiti,food,alway,better,dinner,our,favorit,asian,place,area",Positive,1
58,"tri,short,rib,sushi,roll,gener,tso,I,would,eat,short,rib,their,glaze,littl,bit,sweeter,I,gener,tso,okay",Negative,0
59,"togeth,OK,two,roll,sushi,bit,bore,dri,noth,great,seem,like,I,home,bad,simpl,I,expect,present,simpl,round,black,dish,also,gener,tzao,chicken,plain,mayb,less,OK,spici,chicken,warm,hot,moist,heavi,sauc,need,lunch,OK,7,per,dish,expect,top,dish,sushi",Negative,0
60,"If,I,want,make,wife,happi,I,bring,home,azian,need,I,say,but,honesti,sushi,alway,fresh,menu,reason,price,servic,friendli,great,dont,ever,hesit,eat,and,throw,invit,way,pleas",Positive,1
61,"order,take,3,item,corn,soup,fri,rice,sweet,n,sour,chicken,the,soup,fri,rice,overli,salti,white,rice,came,chicken,tast,day,old,We,order,take,often,notic,declin,food,qualiti",Negative,0
62,"pretti,good,takeout,larg,select,not,best,inexpens,area,though,nice,combin,differ,asian,flavour,though",Negative,0
63,"thi,2nd,visit,previous,I,come,takeout,recal,decent,enough,today,I,lunch,I,couldnt,decid,vast,menu,opt,thai,combo,the,pumpkin,soup,absolut,delilsh,I,cant,say,rest,though,the,bar,set,high,soup,the,combo,includ,basil,chicken,pretti,tasti,pad,thai,non,greasi,good,book,mango,salad,bit,lack,luster,bland,and,pineappl,dessert,also,ice,green,tea,honey,pretti,good,overal,pretti,good,servic,nice,decor,would,like,tri,sushi,see,fair",Positive,1
64,"food,decent,servic,ok,given,fact,serv,thai,chines,sushi,though,menu,tend,pretti,bigalmost,big",Negative,0
65,"ive,known,place,sinc,open,ive,bunch,time,sinc,consist,qualiti,food,servic,great,food,great,atmospher,thing,Im,fan,distanc,take,get,thank,gd,fiance,live,area",Positive,1
66,"We,dread,suburb,dinner,A,month,burn,promis,oblig,meet,famili,neck,wood,suddenli,call,effect,We,pull,faceless,souless,strip,mall,start,plan,gener,boxrestaur,experi,thank,look,sometim,deceiv,We,order,vegetarian,combo,it,awesom,period,such,unexpect,surpris,cant,wait,chain,spread",Positive,1
67,"My,brother,I,dinner,new,mapl,locat,last,night,servic,fabul,although,slow,night,ambianc,nice,decor,cool,modern,comfort,the,menu,vari,there,japanes,chines,thai,option,We,troubl,make,decis,We,order,salmon,sashimi,good,I,also,enjoy,tom,yum,soup,shrimp,didnt,blow,away,My,favourit,tom,yum,soup,still,spring,roll,We,order,sushi,maki,set,2,brown,rice,nice,option,2999,My,favourit,spici,tuna,roll,We,tri,stay,away,fri,food,plenti,menu,I,die,tri,soft,shell,crab,mango,chicken,variou,dish,includ,tempura,favourit,sinc,I,tri,lose,weight,I,wise,stay,away,will,definit,come,back,tri,dish,especi,combo,chef,exclus,the,waiter,love,knowledg,I,would,love,see,restaur,succeed,give,tri",Positive,1
68,"thi,go,restaur,the,qualiti,food,alway,great,absolut,love,staffshout,KT,shannon,josh,the,team,alway,work,hard,make,feel,home,keep,good,work",Positive,1
69,"thi,probabl,best,italian,food,townbut,I,liter,drive,30mile,away,servic,the,staff,manag,nice,respons,the,manag,alex,made,amaz,dessert,recommend,We,definit,back",Positive,1
70,"ive,eaten,bravo,alway,averag,meal,thi,time,I,went,I,possibl,one,worst,dine,experi,life,first,I,went,use,restroom,eat,smell,like,carniv,outhous,complet,disgust,there,urin,floor,If,I,hadnt,starv,time,I,would,walk,We,ask,bread,previou,visit,brought,beverag,waitress,said,oh,want,which,rub,wrong,way,I,order,chicken,scallopini,ask,leav,chicken,dont,eat,meat,she,made,confus,face,ask,I,want,someth,instead,I,didnt,know,option,I,I,ask,add,extra,mushroom,when,I,got,dish,look,sad,there,two,whole,portobella,lay,besid,twirl,pasta,the,portion,seem,small,compar,friend,spaghetti,As,I,cut,mushroom,I,saw,scallop,horizont,almost,paper,thin,I,never,life,seem,mushroom,cut,way,I,mani,bite,stem,the,mushroom,also,extrem,undercook,It,hard,enough,find,someth,eat,dont,vegetarian,option,salad,eggplant,parm,I,dont,like,eggplant,I,didnt,return,dish,I,couldnt,bare,anymor,I,never,go,thi,place,aw,servic,date,recip,high,price,paper,tabl,top,tabl,cloth,thought,seem,trashi",Negative,0
71,"great,food,took,son,soul,mate,dinner,choic,favorit,place,first,reserv,nice,easi,make,they,also,let,us,bring,home,made,wine,servic,one,best,the,food,awesom,mani,time,thi,truli,restaur",Positive,1
72,"meh,I,wasnt,one,pay,full,cours,meal,I,place,I,would,choos,I,order,pasta,shrimp,lot,garlic,greasi,I,also,share,new,york,steak,I,ask,medium,rare,cook,like,medium,well,furthermor,I,unsatisfi,servic,I,came,group,6,peopl,We,clearli,saw,larg,empti,tabl,hostess,front,said,would,wait,3040,minut,I,pull,opent,app,saw,tabl,6,ten,minut,I,made,reserv,seat,ten,minut,later,reserv,time,I,plan,return,tast,3,aesthet,3,vibe,3,servic,1,price,qualiti,2,overal,24",Negative,0
73,"stood,like,25,minut,told,wait,would,least,two,hour,without,reserv,there,numer,empti,tabl,staff,unprofession,the,host,would,walk,10,minut,time,stand,back,talk,worker,veri,piss,never,return",Negative,0
74,"veri,slow,ineffici,servic,food,good,went,5,wednesday,told,wait,15,20,minut,though,restaur,half,empti,I,assum,poor,manag",Negative,0
75,"aw,experi,I,frequent,bravo,mcknight,even,frequent,diner,card,have,admit,inconsist,food,servic,past,but,last,night,thur,friend,I,went,happi,hour,We,sat,high,top,tabl,bar,area,there,anoth,tabl,four,next,us,No,one,approach,tabl,least,15,minut,the,folk,tabl,look,around,tri,catch,attent,waiter,they,want,drink,refil,I,dont,know,waiter,problem,certainli,wait,anyon,eventu,come,plop,menustook,drink,ordersnev,ask,I,want,anyth,martinii,could,go,and,food,aw,order,scallop,marinara,the,scallop,smallest,I,ever,seen,even,bay,scallop,It,spici,well,the,redeem,event,GM,came,ask,experi,onc,I,complain,went,right,talk,waiter,I,wish,I,could,say,help,It,didnt",Negative,0
76,"went,1st,time,easter,food,great,servic,horribl,took,37,minut,order,get,soup,salad,probabl,addit,30,minut,get,entre,waitress,extrem,inattent,will,return",Negative,0
77,"not,normal,fan,chain,restaur,doesnt,even,feel,like,one,authent,fresh,italian,food,the,entir,staff,friendli,hospit,I,normal,sit,bar,I,dont,even,feel,like,I,restaur,bar,neighborhood,place,friend,everybodi,nice,thi,locat,underw,remodel,look,beauti,their,privat,room,eleg,upscal,feel",Positive,1
78,"I,go,bravo,mcknight,year,I,typic,dine,lunch,mani,wonder,server,sherri,server,I,know,best,amaz,everytim,I,come,wait,alway,smile,I,continu,dine,friendli,staff,delici,foodth,best,romano,chicken,salad",Positive,1
